exact_id,requirement_id,source_path,consumer_path,test_path,architecture_decision,required_role,development_status,verification_status,basis_sha,currentization_note
EDU-DEV-01,EDU-DEV-01,cpf-reference/src/main/java/com/cpf/reference/online/generator/domain/EduDev01Handler.java,cpf-reference/src/main/scripts/edu/invoke-reference-edu.ps1,cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/generator/domain/EduDev01UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-02,EDU-DEV-02,cpf-reference/src/main/java/com/cpf/reference/online/query/scoped/EduDev02Handler.java,CPF_EDU_BUSINESS_RECORD,cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/query/scoped/EduDev02UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-03,EDU-DEV-03,cpf-reference/src/main/java/com/cpf/reference/online/command/audit/EduDev03Handler.java,CPF_EDU_BUSINESS_RECORD,cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/command/audit/EduDev03UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-04,EDU-DEV-04,cpf-reference/src/main/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04Handler.java,CPF_EDU_BUSINESS_RECORD,cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/concurrency/optimisticlock/EduDev04UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-05,EDU-DEV-05,cpf-reference/src/main/java/com/cpf/reference/online/idempotency/payment/EduDev05Handler.java,CPF_EDU_BUSINESS_RECORD,cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/idempotency/payment/EduDev05UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-06,EDU-DEV-06,cpf-reference/src/main/java/com/cpf/reference/online/servicecall/topology/EduDev06Handler.java,/external/06,cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/servicecall/topology/EduDev06UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-07,EDU-DEV-07,cpf-reference/src/main/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07Handler.java,CPF_EDU_OUTBOX,cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/messaging/outboxinbox/EduDev07UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-08,EDU-DEV-08,cpf-reference/src/main/java/com/cpf/reference/online/file/attachment/EduDev08Handler.java,cpf-reference EDU file store,cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/file/attachment/EduDev08UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-09,EDU-DEV-09,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/rest/EduDev09Handler.java,/external/09,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/rest/EduDev09UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
EDU-DEV-10,EDU-DEV-10,cpf-reference/src/main/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10Handler.java,/external/10,cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10ConcurrencyTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10FailureTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10IntegrationTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10RecoveryTest.java;cpf-reference/src/test/java/com/cpf/reference/online/counterparty/fixedwidth/EduDev10UnitTest.java,,CPF_EDU_DEVELOPER,완료,미검증,08d8beb4a664039904c30aeac07115a04707924a,135-row audit continuity retained; current canonical does not require Product-duplicating EDU runtime. 13 Product/Merge ADM rows are non-executable redirects; retained 02/03/04/07 use CPF_ADM_OPERATOR.
